ID,Sex,Cohort,Treatcode,Treatment,Cap_Year,Date,Recap,MOC,Area,Burrow_no,Old or new?,Wt (g),MCL_mm,Stage,Dead,Comments
848,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,38,54,H,,HATCHED IN LAB; CLUTCH ID 6-8
849,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,41,54,H,,HATCHED IN LAB; CLUTCH ID 6-3
850,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,39,53,H,,HATCHED IN LAB; CLUTCH ID 6-9
851,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,38,53,H,,HATCHED IN LAB; CLUTCH ID 3-1
852,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,37,51,H,,HATCHED IN LAB; CLUTCH ID 3-2
853,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,38,52,H,,HATCHED IN LAB; CLUTCH ID 3-3
854,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,39,54,H,,HATCHED IN LAB; CLUTCH ID 3-4
854,I,2009,Non,direct_release,2011,21-Jun-11,Recap,hand,E,E,,109,81,J,,LAT 31.682711 LONG -81.139087.
855,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,37,52,H,,HATCHED IN LAB; CLUTCH ID 3-5
856,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,39,53,H,,HATCHED IN LAB; CLUTCH ID 3-6
857,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,44,55,H,,HATCHED IN LAB; CLUTCH ID 7-1
857,I,2009,Non,direct_release,2011,17-Jun-11,Yes,hand,E,E,,169,95,J,,"Found side by side with 766 near E49. LAT 31.681792 LONG -81.139115. 2009 YOY, hatched in the lab."
857,I,2009,Non,direct_release,2013,30-Jun-13,yes,trap,E,E49,,604,148,S,,Fecal float for intestinal parasites. Blood and nasal flush for mycoplasma. 
858,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,47,56,H,,HATCHED IN LAB; CLUTCH ID 7-2
859,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,42,53,H,,HATCHED IN LAB; CLUTCH ID 7-3
860,I,,Non,natural,2010,14-Sep-10,new,trap,C,C83,NEW,1328,205,S,,
861,I,,Non,natural,2010,14-Sep-10,new,trap,E,E63,,644,158,S,,IN 6TH YEAR
861,I,,Non,natural,2012,15-May-12,yes,trap,E,E63,,1147,198,S,,"Transmitter attached: frequency 165.216, transmitter # 174313, iButton attached.Left foreleg and front face abrasion from wiretrap.Weight with transmitter is 1.073kg."
861,I,,Non,natural,2013,8-Apr-13,yes,trap,E,E63,,1515,216,S,,"Has dry flaky patches on ""20"", 2nd and 4rd costals, and 1st vertebral. Right leg has missing nail on innermost. New transmitter 174314 freq 165.306 but best at 165.305. New iButton AA0000002E559521, started 11 April 2013 at midnight."
863,I,,Non,natural,2013,23-Jul-13,new,trap,D,D34,,1080,186,S,,Thin areas on marginal scutes. Worn scutes on plastron. Fecal float for intestinal parasites. Blood for bile acids. Blood and nasal flush for mycoplasma. 
873,I,,Non,natural,2013,29-Jun-13,new,trap,G,G75,,1970,235,A,,Blood and nasal flush for mycoplasma. Fecal float for intestinal parasites—pinworms. Has slight plastron concavity.
903,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,45,56,H,,HATCHED IN LAB; CLUTCH ID 7-4
903,I,2009,Non,direct_release,2010,13-Sep-10,yes,trap,E,E55,,110,82,J,,7-4 clutch ID (based on paint)
903,I,2009,Non,direct_release,2011,11-Jun-11,yes,hand,E,near E55,,136,90,J,,2009 YOY. LAT 31.681718 LONG -81.138967.
903,I,2009,Non,direct_release,2012,4-Jun-12,yes,hand,E,"E-area, near E13",,251,109,J,,Found near E13.
903,I,2009,Non,direct_release,2012,18-Jun-12,yes,hand,E,"E-Area, near E31 and E55",,262,112,J,,Found near E31 and E55. Scrape on chin.
904,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,45,56,H,,HATCHED IN LAB; CLUTCH ID 7-5
904,I,2009,Non,direct_release,2011,11-Jun-11,recap,trap,D,D30,,90,83,J,,2009 YOY.
905,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,38,51,H,,HATCHED IN LAB; CLUTCH ID 7-6
905,I,2009,Non,direct_release,2012,19-Jun-12,yes,hand,D,D-area,,113,81,J,,
906,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,41,54,H,,HATCHED IN LAB; CLUTCH ID 9-1
906,I,2009,Non,direct_release,2010,15-Sep-10,yes,trap,C,C90,,92,77,J,,Carapace-- paint indicates from clutch ID 9-1. Plastron--abdominal still creased near midline.
907,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,39,53,H,,HATCHED IN LAB; CLUTCH ID 9-2
908,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,41,53,H,,HATCHED IN LAB; CLUTCH ID 9-3
908,I,2009,Non,direct_release,2010,12-Sep-10,yes,trap,C,C91,,92,77,J,,Carapace--paint indicates clutch ID=9-3. Integument and carapace-- very yellow in color.
909,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,41,55,H,,HATCHED IN LAB; CLUTCH ID 9-4
910,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,41,53,H,,HATCHED IN LAB; CLUTCH ID 9-5
911,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,39,53,H,,HATCHED IN LAB; CLUTCH ID 9-6
912,H,2009,Non,direct_release,2009,24-Sep-09,NO,release,,,,38,53,H,,HATCHED IN LAB; CLUTCH ID 9-7
913,H,2009,Non,direct_release,2009,30-Sep-09,NO,release,,,,26,46,H,,HATCHED IN LAB; CLUTCH ID 2-1
914,H,2009,Non,direct_release,2009,30-Sep-09,NO,release,,,,32,51,H,,HATCHED IN LAB; CLUTCH ID 2-2; RIGHT SIDE DENTED / FLATTENED
915,H,2009,Non,direct_release,2009,30-Sep-09,NO,release,,,,31,50,H,,HATCHED IN LAB; CLUTCH ID 2-3; 4TH & 5TH VERTEBRAL SPLIT AND MISSHAPEN
916,H,2009,Non,direct_release,2009,30-Sep-09,NO,release,,,,31,49,H,,HATCHED IN LAB; CLUTCH ID 2-4; LEFT SIDE SOMEWHAT DENTED
917,H,2009,Non,direct_release,2009,30-Sep-09,NO,release,,,,32,51,H,,HATCHED IN LAB; CLUTCH ID 2-5; CARAPACE SLANTED TOWARD LEFT SIDE
918,H,2009,Non,direct_release,2009,30-Sep-09,NO,release,,,,33,50,H,,HATCHED IN LAB; CLUTCH ID 2-6; CARAPACE SLANTED LONGITUDINALLY TOWARD RIGHT SIDE; 1ST VERTEBRAL PARTIALLY SPLIT
919,H,2009,Non,direct_release,2009,30-Sep-09,NO,release,,,,33,50,H,,HATCHED IN LAB; CLUTCH ID 2-7
919,I,2009,Non,direct_release,2010,13-Sep-10,yes,trap,C,C89,,77,72,J,,Carapace--from clutch 8 (based on paint). Maybe old paint indicating was individual 7 in clutch; paint number on carapace does not match clutch # in data file (clutch 2) but I am convinced of mark; took blood to confirm via genetics.
920,H,2009,Non,direct_release,2009,30-Sep-09,NO,release,,,,30,48,H,,HATCHED IN LAB; CLUTCH ID 2-8; XTRA VERTEBRAL
921,I,,Non,natural,2009,29-Sep-09,NO,hand,G,G,,25,46,H,,"BTWN BURROWS G34 & G78; WPT 69 IN TRACEY'S GPS - WGS84, NAD83, ZONE 17R: 3504593, 0486587"
922,I,,Non,natural,2009,29-Sep-09,NO,hand,E,E ,,196,102,J,,"WPT 72 IN TRACEY'S GPS - WGS 84, NAD83, ZONE 17R: 3505094, 0486871; NEAR E7"
923,H,2009,Non,direct_release,2009,1-Oct-09,NO,release,,,,32,50,H,,HATCHED IN LAB; CLUTCH ID 10-1
924,H,2009,Non,direct_release,2009,1-Oct-09,NO,release,,,,32,48,H,,HATCHED IN LAB; CLUTCH ID 10-2
925,H,2009,Non,direct_release,2009,1-Oct-09,NO,release,,,,33,48,H,,HATCHED IN LAB; CLUTCH ID 10-3
926,H,2009,Non,direct_release,2009,1-Oct-09,NO,release,,,,34,48,H,,HATCHED IN LAB; CLUTCH ID 10-4
926,I,2009,Non,direct_release,2010,12-Sep-10,yes,trap,C,C92,,63,70,J,,carapace--paint indicates 4th individual from clutch.
927,H,2009,Non,direct_release,2009,1-Oct-09,NO,release,,,,32,48,H,,HATCHED IN LAB; CLUTCH ID 10-5
928,H,2009,Non,direct_release,2009,1-Oct-09,NO,release,,,,32,49,H,,HATCHED IN LAB; CLUTCH ID 10-6; STILL ABSORBING YOLK
929,I,2010,Non,natural,2010,15-Sep-10,new,hand,A,A99,,31,48,H,,plastron--still absorbing last of yolk; plastron still wrinkled bilaterally. Nares--egg tooth still visible; FOUND AT ENTRANCE OF BURROW A99 @ 12:51; TOP OF EGG SHELL VISIBLE ~0.5M DOWN BURROW
930,I,2009,Non,natural,2010,14-Sep-10,new,trap,E,E27,,88,78,J,,carapace--very yellow carapace; HATCHED IN WILD; ALSO COLLECTED SHELL NOTCH BECAUSE AT FIRST COULDN'T GET BLOOD
931,I,2010,Non,natural,2011,18-May-11,New,hand,E,E ,,47,58,H,,"2010 YOY; natural recruit. Red-orange coloration on carapace, plastron and integument, with very distinct vertebral line color. LAT:31.681091 LONG:-81.139416."
932,I,,Non,natural,2011,21-May-11,NEW,trap,G,G73,,311,124,J,,
932,I,,Non,natural,2013,19-Jul-13,yes,trap,G,G74,,780,177,S,,Blood for bile acids. Fecal float for intestinal parasites. Blood and nasal flush for mycoplasma. 
933,I,,Non,natural,2011,18-Jun-11,new,hand,G,G,,213,109,J,,Plastron shows slight keratin wear.LAT 31.6761646 LONG -81.141005.
933,I,,Non,natural,2013,18-Jul-13,yes,trap,G,G24,,721,163,S,,Fecal float for intestinal parasites. Blood and nasal flush for mycoplasma. 
937,I,,Non,natural,2013,21-May-13,new,hand,C,near C45,,43,56,H,,2012 YOY. Still has umbillical scar.
938,I,,Non,natural,2012,10-May-12,new,hand,E,E-Area,,94,81,J,,
939,H,,Non,natural,2012,15-May-12,new,hand,C,C-area,,31,49,H,,"2011 YOY, in it's first year."
1001,I,,Non,natural,2011,20-Jun-11,new,trap,G,G75,,1080,196,S,,"Carapace on left side has damage from possible bite when young. Marginals 10, 20 and 30 and missing/damaged. Right rear foot lest rear most nail."
